timestamp,density,speed_kph,v_max_kph_used,load_tons,stress_mpa_proxy,reliability_beta,env_stress,k_mpa_per_ton,sim_fatigue,sim_shockwave,avg_density,max_stress,source
2026-01-31T02:24:45.665160+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1261797199656344,0.09356311382960915,49.91481095304548,live_camera
2026-01-31T02:24:49.454758+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.12149933899162181,0.09522059173927457,51.09408714090876,live_camera
2026-01-31T02:24:53.315829+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1022365862768806,0.09477887887381452,54.03883901412214,live_camera
2026-01-31T02:24:57.519946+00:00,0.0006,,80.0,2.0,1.2,9.951885354941062,15.1,0.6,100.0,0.11089625699622721,0.09203374668525824,47.28391401873209,live_camera
2026-01-31T02:25:01.576854+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.10781934688853197,0.09378306787526469,50.5438646912331,live_camera
2026-01-31T02:25:05.531801+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.11537203705093275,0.09381343277684123,49.691785534322364,live_camera
2026-01-31T02:25:10.550786+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1156241790979628,0.09564173741755386,54.711631973498484,live_camera
2026-01-31T02:25:14.469335+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.12023419342269415,0.09278981847907214,49.80762815164912,live_camera
2026-01-31T02:25:20.839982+00:00,0.0006,,80.0,2.0,1.2,9.951885354941062,15.1,0.6,100.0,0.12621104562912797,0.09482272779601592,51.82083713062228,live_camera
2026-01-31T02:25:24.708097+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.11459079906310635,0.09559618935098681,49.665802616197816,live_camera
2026-01-31T02:25:31.817176+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.11265467749280737,0.09457767718221052,52.12191611020962,live_camera
2026-01-31T02:25:35.835017+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.12219640262650036,0.09514337100944453,50.083951661107825,live_camera
2026-01-31T02:25:40.097422+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.10550346075665891,0.09590442146613035,50.59886024823484,live_camera
2026-01-31T02:25:44.010566+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.12483500378639083,0.09545908220244846,51.41184665659419,live_camera
2026-01-31T02:25:48.003850+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.10416677799980478,0.093468024429977,49.664695516792534,live_camera
2026-01-31T02:25:52.044347+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.13487575731634863,0.09610579471473853,53.127863698472254,live_camera
2026-01-31T02:25:55.935493+00:00,0.0011,,80.0,4.0,2.4,9.90354365522231,15.1,0.6,100.0,0.13174257952893456,0.09427862618615,49.37117221497335,live_camera
2026-01-31T02:25:59.922545+00:00,0.0011,0.0,0.0,4.0,2.4,9.90354365522231,15.1,0.6,2.174621668463418,0.0,0.0014545964337547947,0.7272982168773973,live_camera
2026-01-31T02:26:03.966046+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.10401863594559746,0.09566060485157978,50.4384023704364,live_camera
2026-01-31T02:26:07.885142+00:00,0.0006,,80.0,2.0,1.2,9.951885354941062,15.1,0.6,100.0,0.12609864816351168,0.0934847522135819,48.526102347641405,live_camera
2026-01-31T02:26:12.064621+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1309750883981376,0.09518085347074648,49.29567899758342,live_camera
2026-01-31T02:26:16.126255+00:00,0.0006,,80.0,2.0,1.2,9.951885354941062,15.1,0.6,100.0,0.14280602442536514,0.09402106572361878,49.78306881110679,live_camera
2026-01-31T02:26:19.967393+00:00,0.0006,0.0,0.0,2.0,1.2,9.951885354941062,15.1,0.6,1.7213200608642218,0.0,0.0011513846560964696,0.5756923280482347,live_camera
2026-01-31T02:26:23.965802+00:00,0.0006,38.34,38.34,2.0,1.2,9.951885354941062,15.1,0.6,2.4977631407664065,0.0002903952698597949,0.0006181781076594551,1.6136558147701257,live_camera
2026-01-31T02:26:27.947652+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.09102064402724878,0.09606567038368147,51.82767525664188,live_camera
2026-01-31T02:26:32.043855+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1130790993523232,0.09479236942102189,51.248117951048954,live_camera
2026-01-31T02:26:36.018365+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1122517231754817,0.09547499512641079,51.84375593999331,live_camera
2026-01-31T02:26:39.769141+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.11242846490244034,0.09533101296054815,50.31231967132938,live_camera
2026-01-31T02:26:43.794798+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.13423221811402442,0.09399534119426843,50.84996079309303,live_camera
2026-01-31T02:26:47.947636+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.13014304855860367,0.09413043072051802,52.1014970693028,live_camera
2026-01-31T02:26:52.089561+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.10401810398145477,0.09366762452170527,49.64504418510274,live_camera
2026-01-31T02:26:56.882745+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.10870785397690894,0.09570923601915161,50.24477290919718,live_camera
2026-01-31T02:27:00.774339+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.11385629892758388,0.09482206665010694,53.023651840937205,live_camera
2026-01-31T02:27:05.029779+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.11651148850780767,0.09311835123574451,49.30438549071381,live_camera
2026-01-31T02:27:10.620315+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1065452030471722,0.09632278188947042,52.10177854147189,live_camera
2026-01-31T02:27:14.559069+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.12057133247820104,0.09458470902266186,51.53546614589426,live_camera
2026-01-31T02:27:18.846879+00:00,0.0006,,80.0,2.0,1.2,9.951885354941062,15.1,0.6,100.0,0.12220745125660547,0.09142295108498087,46.091750268106495,live_camera
2026-01-31T02:27:22.819342+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.10508724589916463,0.09510034663806675,54.428577020831405,live_camera
2026-01-31T02:27:26.805396+00:00,0.0006,,80.0,2.0,1.2,9.951885354941062,15.1,0.6,100.0,0.11810551204515093,0.09372349112793307,47.5317813031944,live_camera
2026-01-31T02:27:32.139006+00:00,0.0006,15.840000000000002,15.840000000000002,2.0,1.2,9.951885354941062,15.1,0.6,1.4505855875836886,4.306373749674329e-05,0.0007835844197305663,0.6026401032402967,live_camera
2026-01-31T02:27:36.317434+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.12388689643903956,0.09612109282475613,51.629075170921965,live_camera
2026-01-31T02:27:40.623258+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.11104860100309676,0.09382079320920443,50.73928776355251,live_camera
2026-01-31T02:27:44.749892+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1226404053233152,0.09447133703718923,50.488822874096385,live_camera
2026-01-31T02:27:48.747993+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.10856397643172004,0.09514296476212868,52.421203884118825,live_camera
2026-01-31T02:27:52.823196+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.12743601699714416,0.09439486269569891,49.712427246940166,live_camera
2026-01-31T02:27:56.781365+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.10344555817499375,0.09456808717403171,51.431990746538126,live_camera
2026-01-31T02:28:00.726140+00:00,0.0006,,80.0,2.0,1.2,9.951885354941062,15.1,0.6,100.0,0.11591109466080321,0.09174885728803729,47.803675978802254,live_camera
2026-01-31T02:28:04.602111+00:00,0.0006,0.0,0.0,2.0,1.2,9.951885354941062,15.1,0.6,1.7097240930176716,0.0,0.0011436281558646632,0.5718140779323316,live_camera
2026-01-31T02:28:08.689296+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1445945309271608,0.0934299168803165,49.457152092992665,live_camera
2026-01-31T02:28:12.525299+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1183011727674251,0.09335540321463914,48.86882993079393,live_camera
2026-01-31T02:28:17.287147+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.13417727510479496,0.09617295256866187,54.27420850555297,live_camera
2026-01-31T02:28:21.224318+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.09770933960223185,0.09514070205737672,51.88585120488558,live_camera
2026-01-31T02:28:25.968106+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.09412975104840547,0.09420269933167515,50.79610077934782,live_camera
2026-01-31T02:28:30.194504+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.12239639067483908,0.09456067108816825,50.898742393972384,live_camera
2026-01-31T02:28:34.416507+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.10295841270570519,0.09583346626170935,54.58870934295301,live_camera
2026-01-31T02:28:38.384236+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1166236328251275,0.09346790189038848,49.42653533563202,live_camera
2026-01-31T02:28:42.184954+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.12787629885451357,0.0938899080174353,51.429357352767845,live_camera
2026-01-31T02:28:46.051948+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1292365107977059,0.09208930559883975,48.624441242597634,live_camera
2026-01-31T02:28:50.141438+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.14591575309199542,0.09317152692014229,49.52555826978952,live_camera
2026-01-31T02:28:55.392498+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.14811839838677854,0.0940412001765834,50.7085687918434,live_camera
2026-01-31T02:29:00.831335+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.12727800888657495,0.09376216847710772,49.296749470042386,live_camera
2026-01-31T02:29:04.954705+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.10479540276467102,0.09328781465492102,51.38836936912281,live_camera
2026-01-31T02:29:07.933152+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1167800911764207,0.09500479530907321,50.688559400730306,live_camera
2026-01-31T02:29:08.928889+00:00,0.0011,,80.0,4.0,2.4,9.90354365522231,15.1,0.6,100.0,0.12340255854939068,0.09487351405499425,49.64635092017016,live_camera
2026-01-31T02:29:12.075074+00:00,0.0006,,80.0,2.0,1.2,9.951885354941062,15.1,0.6,100.0,0.11192925388776732,0.09294005268889784,47.10309134233117,live_camera
2026-01-31T02:29:12.701402+00:00,0.0006,15.659999999999998,15.659999999999998,2.0,1.2,9.951885354941062,15.1,0.6,1.254541891906782,6.579642474795718e-05,0.0007323725602566175,0.4771239384547079,live_camera
2026-01-31T02:29:16.494391+00:00,0.0011,2.7,2.7,4.0,2.4,9.90354365522231,15.1,0.6,2.047425645958262,4.269959050233486e-05,0.0013457627604253723,0.6920659911606393,live_camera
2026-01-31T02:29:16.855290+00:00,0.0011,2.7,2.7,4.0,2.4,9.90354365522231,15.1,0.6,2.2056598871105533,3.119323676973592e-05,0.001479450531016112,0.743112137242504,live_camera
2026-01-31T02:29:20.809322+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.09638021942427867,0.09464604645927817,51.73878401763387,live_camera
2026-01-31T02:29:20.812315+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.10980623172822083,0.09691661423564661,52.94728778555846,live_camera
2026-01-31T02:29:24.769368+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.12780851118890155,0.09604943695200195,51.23812912177805,live_camera
2026-01-31T02:29:24.931305+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1334361002962437,0.09449710629596,51.61722687685898,live_camera
2026-01-31T02:29:28.601869+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.14765603812726194,0.0945001713949348,49.13396917430253,live_camera
2026-01-31T02:29:28.766108+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.11328483409322095,0.09561879369793386,56.1075310708817,live_camera
2026-01-31T02:29:32.788051+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.12308402114133611,0.0952349613096362,50.908388035250866,live_camera
2026-01-31T02:29:32.796272+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1096905669773499,0.09358733831398978,51.64115514212044,live_camera
